NbSim,MCPrice,QMCPrice,BS_price
16000,6.054,6.03376,6.06195
16100,6.04971,6.04849,6.06195
16200,6.08096,6.09067,6.06195
16300,6.12046,6.02959,6.06195
16400,6.06116,6.08327,6.06195
16500,6.06217,6.05983,6.06195
16600,6.06936,6.07021,6.06195
16700,6.03133,6.09807,6.06195
16800,6.05932,6.0615,6.06195
16900,6.02849,6.06123,6.06195
17000,5.98596,6.09124,6.06195
17100,6.09778,6.0663,6.06195
17200,6.10598,6.07253,6.06195
17300,6.11356,6.07405,6.06195
17400,6.06941,6.06102,6.06195
17500,6.09778,6.05378,6.06195
17600,6.00702,6.06074,6.06195
17700,6.03238,6.06903,6.06195
17800,6.11831,6.04459,6.06195
17900,6.01168,6.05603,6.06195
18000,6.02303,6.04495,6.06195
18100,6.05088,6.03638,6.06195
18200,6.03037,6.12424,6.06195
18300,6.03213,6.04114,6.06195
18400,6.07716,6.02483,6.06195
18500,6.07753,6.07079,6.06195
18600,6.07745,6.05422,6.06195
18700,6.09129,6.10168,6.06195
18800,6.06005,6.0345,6.06195
18900,6.06793,6.04262,6.06195
19000,6.07932,6.06486,6.06195
19100,6.04254,6.07515,6.06195
19200,6.05311,6.06313,6.06195
19300,6.05087,6.0655,6.06195
19400,6.02923,6.05921,6.06195
19500,6.0865,6.11106,6.06195
19600,6.06861,6.09312,6.06195
19700,6.02136,6.07363,6.06195
19800,6.09521,6.04855,6.06195
19900,6.09839,6.06343,6.06195
20000,6.01474,6.0513,6.06195
20100,6.04414,6.07103,6.06195
20200,6.05128,6.04003,6.06195
20300,6.1263,6.08015,6.06195
20400,6.08768,6.06031,6.06195
20500,6.092,6.07882,6.06195
20600,6.07102,6.05614,6.06195
20700,6.02414,6.06279,6.06195
20800,6.05388,6.0828,6.06195
20900,6.07397,6.05713,6.06195
21000,6.10416,6.03846,6.06195
21100,6.04242,6.06563,6.06195
21200,6.05029,6.11578,6.06195
21300,6.07393,6.04145,6.06195
21400,6.08959,6.05603,6.06195
21500,6.09874,6.00779,6.06195
21600,6.04781,6.05561,6.06195
21700,6.07556,6.05277,6.06195
21800,6.04791,6.06894,6.06195
21900,6.10214,6.06417,6.06195
22000,6.01336,6.03973,6.06195
22100,6.07392,6.01952,6.06195
22200,6.09164,6.06341,6.06195
22300,6.05988,6.07509,6.06195
22400,6.08756,6.0383,6.06195
22500,6.03629,6.1078,6.06195
22600,6.05028,6.02488,6.06195
22700,6.03969,6.09969,6.06195
22800,6.09481,6.06552,6.06195
22900,6.05026,6.06281,6.06195
23000,5.98353,6.0522,6.06195
23100,6.05644,6.05479,6.06195
23200,6.00838,6.03864,6.06195
23300,6.06922,6.07803,6.06195
23400,6.04918,6.10631,6.06195
23500,6.03505,6.07904,6.06195
23600,6.09729,6.03169,6.06195
23700,6.08409,6.08657,6.06195
23800,6.11254,6.08056,6.06195
23900,6.06501,6.02751,6.06195
24000,6.06464,6.0198,6.06195
24100,6.05126,6.06868,6.06195
24200,6.10056,6.08682,6.06195
24300,6.06478,6.04836,6.06195
24400,6.01122,6.05228,6.06195
24500,6.06796,6.07497,6.06195
24600,6.07204,6.07262,6.06195
24700,6.05537,6.06463,6.06195
24800,6.03672,6.06741,6.06195
24900,6.05297,6.06822,6.06195
25000,6.0061,6.05797,6.06195
25100,6.08312,6.11198,6.06195
25200,6.06743,6.05276,6.06195
25300,6.06028,6.07963,6.06195
25400,6.01675,6.04374,6.06195
25500,6.03125,6.02774,6.06195
25600,6.05626,6.06961,6.06195
25700,6.08375,6.07129,6.06195
25800,6.07002,6.0786,6.06195
25900,6.0717,6.07783,6.06195
26000,6.02231,6.06847,6.06195
26100,6.06637,6.06559,6.06195
26200,6.03805,6.09068,6.06195
26300,6.11336,6.03257,6.06195
26400,6.03965,6.08704,6.06195
26500,6.0497,6.04825,6.06195
26600,6.05257,6.05932,6.06195
26700,6.04272,6.07566,6.06195
26800,6.05247,6.03532,6.06195
26900,6.05229,6.03511,6.06195
27000,5.96767,6.02785,6.06195
27100,6.07396,6.06201,6.06195
27200,5.97196,6.06182,6.06195
27300,6.08295,6.06077,6.06195
27400,6.06363,6.09152,6.06195
27500,6.05173,6.08504,6.06195
27600,6.09649,6.05341,6.06195
27700,6.08979,6.0776,6.06195
27800,6.08697,6.05618,6.06195
27900,6.05667,6.05109,6.06195
28000,6.03553,6.06022,6.06195
28100,6.06527,6.09298,6.06195
28200,6.12724,6.08075,6.06195
28300,6.03901,6.09373,6.06195
28400,6.04619,6.02045,6.06195
28500,6.09775,6.076,6.06195
28600,6.05253,6.05569,6.06195
28700,6.08396,6.0485,6.06195
28800,6.06014,6.02931,6.06195
28900,6.03445,6.08238,6.06195
29000,6.15472,6.07829,6.06195
29100,6.11209,6.0877,6.06195
29200,6.06644,6.05422,6.06195
29300,6.04167,6.0423,6.06195
29400,5.99012,6.03724,6.06195
29500,6.07601,6.06549,6.06195
29600,6.08416,6.04176,6.06195
29700,6.09547,6.03631,6.06195
29800,6.02591,6.03463,6.06195
29900,6.06571,6.02213,6.06195
30000,6.03847,6.06403,6.06195
30100,6.09962,6.03714,6.06195
30200,6.04765,6.07717,6.06195
30300,6.01793,6.04891,6.06195
30400,6.06068,6.06937,6.06195
30500,6.05504,6.06881,6.06195
30600,6.06742,6.08082,6.06195
30700,6.08238,6.06597,6.06195
30800,6.02762,6.07036,6.06195
30900,6.04047,6.07252,6.06195
31000,6.07509,6.07932,6.06195
31100,6.07337,6.04893,6.06195
31200,6.03353,6.06109,6.06195
31300,6.12281,6.02271,6.06195
31400,6.09584,6.07465,6.06195
31500,6.03677,6.02989,6.06195
31600,6.03692,6.10074,6.06195
31700,6.07486,6.05692,6.06195
31800,6.08678,6.06402,6.06195
31900,6.06924,6.02879,6.06195
32000,6.03986,6.0705,6.06195
32100,6.02912,6.07934,6.06195
32200,6.02109,6.12078,6.06195
32300,6.0023,6.03843,6.06195
32400,6.03482,6.0728,6.06195
32500,6.10545,6.06621,6.06195
32600,6.09977,6.06511,6.06195
32700,6.07911,6.06202,6.06195
32800,6.08221,6.07187,6.06195
32900,6.05862,6.05614,6.06195
33000,6.06359,6.08632,6.06195
33100,6.13005,6.06638,6.06195
33200,6.08015,6.06862,6.06195
33300,6.02943,6.04832,6.06195
33400,6.10677,6.09275,6.06195
33500,6.02563,6.0466,6.06195
33600,6.09491,6.08645,6.06195
33700,6.09315,6.0168,6.06195
33800,6.07716,6.063,6.06195
33900,6.04994,6.06434,6.06195
34000,6.07738,6.06845,6.06195
34100,6.10893,6.06947,6.06195
34200,6.05786,6.05811,6.06195
34300,6.09904,6.0796,6.06195
34400,6.03424,6.07153,6.06195
34500,6.04452,6.02776,6.06195
34600,6.04344,6.06395,6.06195
34700,6.05861,6.06832,6.06195
34800,6.09506,6.07971,6.06195
34900,6.02498,6.08231,6.06195
35000,6.09073,6.07454,6.06195
35100,6.04688,6.05274,6.06195
35200,6.0709,6.0745,6.06195
35300,6.12444,6.06796,6.06195
35400,6.04382,6.08202,6.06195
35500,6.05387,6.03128,6.06195
35600,6.08803,6.05763,6.06195
35700,6.03674,6.03827,6.06195
35800,6.04509,6.08971,6.06195
35900,6.0756,6.04689,6.06195
36000,6.05714,6.06973,6.06195
36100,6.07208,6.06115,6.06195
36200,6.0758,6.05662,6.06195
36300,6.03899,6.04391,6.06195
36400,6.07023,6.02892,6.06195
36500,6.03897,6.1078,6.06195
36600,6.04878,6.06092,6.06195
36700,6.0429,6.06654,6.06195
36800,6.07135,6.06211,6.06195
36900,6.06658,6.06497,6.06195
37000,6.07534,6.07065,6.06195
37100,6.0252,6.06984,6.06195
37200,6.05841,6.04278,6.06195
37300,6.05014,6.0642,6.06195
37400,6.05501,6.05481,6.06195
37500,6.06096,6.08402,6.06195
37600,6.05579,6.07816,6.06195
37700,6.03805,6.10109,6.06195
37800,6.04375,6.05911,6.06195
37900,6.07196,6.07814,6.06195
38000,6.05924,6.04863,6.06195
38100,6.04243,6.06322,6.06195
38200,6.04122,6.06508,6.06195
38300,6.03936,6.05913,6.06195
38400,6.07769,6.04196,6.06195
38500,6.07534,6.05009,6.06195
38600,6.05817,6.03633,6.06195
38700,6.0675,6.0756,6.06195
38800,6.09397,6.07166,6.06195
38900,6.06033,6.05076,6.06195
39000,6.10821,6.05807,6.06195
39100,6.06735,6.04249,6.06195
39200,6.04036,6.05704,6.06195
39300,6.10789,6.06713,6.06195
39400,6.08774,6.06011,6.06195
39500,6.11668,6.04391,6.06195
39600,6.02757,6.06537,6.06195
39700,6.07963,6.0575,6.06195
39800,6.06375,6.06335,6.06195
39900,6.04665,6.06291,6.06195
40000,6.08244,6.02879,6.06195
40100,6.03933,6.04388,6.06195
40200,6.06646,6.08323,6.06195
40300,6.06836,6.03822,6.06195
40400,6.07446,6.03358,6.06195
40500,6.08903,6.05018,6.06195
40600,6.08797,6.06422,6.06195
40700,6.06372,6.09545,6.06195
40800,6.08962,6.06711,6.06195
40900,6.0797,6.06034,6.06195
41000,6.12529,6.05766,6.06195
41100,6.04165,6.04148,6.06195
41200,6.12106,6.08801,6.06195
41300,6.04503,6.05132,6.06195
41400,6.08226,6.06976,6.06195
41500,6.05798,6.08704,6.06195
41600,6.02741,6.06604,6.06195
41700,6.03502,6.05653,6.06195
41800,6.07186,6.05487,6.06195
41900,6.09216,6.02409,6.06195
42000,6.09988,6.07318,6.06195
42100,6.06281,6.06757,6.06195
42200,6.09348,6.06825,6.06195
42300,6.04825,6.05809,6.06195
42400,6.07788,6.05942,6.06195
42500,6.09933,6.06742,6.06195
42600,6.0585,6.06422,6.06195
42700,6.04307,6.06765,6.06195
42800,6.09444,6.05926,6.06195
42900,6.0454,6.06439,6.06195
43000,6.00781,6.06003,6.06195
43100,6.05894,6.03247,6.06195
43200,6.08587,6.0848,6.06195
43300,6.02834,6.04164,6.06195
43400,6.07612,6.09592,6.06195
43500,6.05649,6.06566,6.06195
43600,6.05282,6.08805,6.06195
43700,6.04962,6.06643,6.06195
43800,6.01436,6.04845,6.06195
43900,6.04517,6.046,6.06195
44000,6.07851,6.05235,6.06195
44100,6.05948,6.03121,6.06195
44200,6.07059,6.04573,6.06195
44300,6.06235,6.06035,6.06195
44400,6.08231,6.03299,6.06195
44500,6.05559,6.05181,6.06195
44600,6.03049,6.06942,6.06195
44700,6.06783,6.06538,6.06195
44800,6.08283,6.06159,6.06195
44900,6.06502,6.07344,6.06195
45000,6.08419,6.05584,6.06195
45100,6.09324,6.06688,6.06195
45200,6.07842,6.05949,6.06195
45300,6.05562,6.0695,6.06195
45400,6.08607,6.06649,6.06195
45500,6.07454,6.04717,6.06195
45600,6.06026,6.07502,6.06195
45700,6.02514,6.0675,6.06195
45800,6.02806,6.07093,6.06195
45900,6.03376,6.05533,6.06195
46000,6.07034,6.06881,6.06195
46100,6.0336,6.04853,6.06195
46200,6.05757,6.05982,6.06195
46300,6.08462,6.02497,6.06195
46400,6.02781,6.05136,6.06195
46500,6.1063,6.05503,6.06195
46600,6.0516,6.04777,6.06195
46700,6.04038,6.08143,6.06195
46800,6.03659,6.05599,6.06195
46900,6.07034,6.04676,6.06195
47000,6.08334,6.03842,6.06195
47100,6.08004,6.04932,6.06195
47200,6.06192,6.06438,6.06195
47300,6.07149,6.07761,6.06195
47400,6.07607,6.04499,6.06195
47500,6.0362,6.08478,6.06195
47600,6.0768,6.06469,6.06195
47700,6.01774,6.05429,6.06195
47800,6.02525,6.06814,6.06195
47900,6.07338,6.05075,6.06195
48000,6.05719,6.06839,6.06195
48100,6.06439,6.07377,6.06195
48200,6.03876,6.0357,6.06195
48300,6.0847,6.07816,6.06195
48400,6.06273,6.05413,6.06195
48500,6.05379,6.03641,6.06195
48600,6.06576,6.09709,6.06195
48700,6.07929,6.06133,6.06195
48800,6.08659,6.07526,6.06195
48900,6.09987,6.06203,6.06195
49000,6.05372,6.05351,6.06195
49100,6.03781,6.05907,6.06195
49200,6.08876,6.0675,6.06195
49300,6.06396,6.06737,6.06195
49400,6.07089,6.07652,6.06195
49500,6.06535,6.06614,6.06195
49600,6.07176,6.04955,6.06195
49700,6.09525,6.0654,6.06195
49800,6.10112,6.0547,6.06195
49900,6.07321,6.05708,6.06195
50000,6.00699,6.09251,6.06195
50100,6.04621,6.06697,6.06195
50200,6.05958,6.08656,6.06195
50300,6.0535,6.0801,6.06195
50400,6.10439,6.0618,6.06195
50500,6.05901,6.06077,6.06195
50600,6.05115,6.05103,6.06195
50700,6.07667,6.04079,6.06195
50800,6.09093,6.05985,6.06195
50900,6.09599,6.04788,6.06195
51000,6.02986,6.08139,6.06195
51100,6.00877,6.06055,6.06195
51200,6.05171,6.06687,6.06195
51300,6.05583,6.04858,6.06195
51400,6.09954,6.05394,6.06195
51500,6.06907,6.06046,6.06195
51600,6.06134,6.06529,6.06195
51700,6.07012,6.07602,6.06195
51800,6.04239,6.06115,6.06195
51900,6.08774,6.08036,6.06195
52000,6.08402,6.04682,6.06195
52100,6.08058,6.05249,6.06195
52200,6.07828,6.0534,6.06195
52300,6.09425,6.09601,6.06195
52400,6.07881,6.07825,6.06195
52500,6.04309,6.05885,6.06195
52600,6.06931,6.05276,6.06195
52700,6.03922,6.05986,6.06195
52800,6.04726,6.04772,6.06195
52900,6.03843,6.06778,6.06195
53000,6.02809,6.0602,6.06195
53100,6.05434,6.05446,6.06195
53200,6.08313,6.07863,6.06195
53300,6.0712,6.04415,6.06195
53400,6.05676,6.0434,6.06195
53500,6.06256,6.05868,6.06195
53600,6.08975,6.0559,6.06195
53700,6.11069,6.07037,6.06195
53800,6.06023,6.09457,6.06195
53900,6.10699,6.06795,6.06195
54000,6.10497,6.0793,6.06195
54100,6.08535,6.05398,6.06195
54200,6.08233,6.05076,6.06195
54300,6.10294,6.06676,6.06195
54400,6.06763,6.04728,6.06195
54500,6.08148,6.04501,6.06195
54600,6.04812,6.06272,6.06195
54700,6.02899,6.05485,6.06195
54800,6.08589,6.06151,6.06195
54900,6.09099,6.05796,6.06195
55000,6.02701,6.06402,6.06195
55100,6.04761,6.08156,6.06195
55200,6.04228,6.04516,6.06195
55300,6.0818,6.06382,6.06195
55400,6.06722,6.05697,6.06195
55500,6.05764,6.06758,6.06195
55600,6.0932,6.08319,6.06195
55700,6.06837,6.04087,6.06195
55800,6.11203,6.04358,6.06195
55900,6.0395,6.05927,6.06195
56000,6.04517,6.05072,6.06195
56100,6.05432,6.04777,6.06195
56200,6.04529,6.07676,6.06195
56300,6.07159,6.08029,6.06195
56400,6.04007,6.04711,6.06195
56500,6.0792,6.04902,6.06195
56600,6.09867,6.07944,6.06195
56700,6.06981,6.06187,6.06195
56800,6.01133,6.05511,6.06195
56900,6.08274,6.04675,6.06195
57000,6.04354,6.10127,6.06195
57100,6.08176,6.0578,6.06195
57200,6.07422,6.06578,6.06195
57300,6.10564,6.06975,6.06195
57400,6.08001,6.09249,6.06195
57500,6.08801,6.05217,6.06195
57600,6.07416,6.03854,6.06195
57700,6.04603,6.07385,6.06195
57800,6.08429,6.05222,6.06195
57900,6.03689,6.08164,6.06195
58000,6.02735,6.0713,6.06195
58100,6.06228,6.06345,6.06195
58200,6.08237,6.05154,6.06195
58300,6.09963,6.06826,6.06195
58400,6.09447,6.05899,6.06195
58500,6.05572,6.08662,6.06195
58600,6.0646,6.07374,6.06195
58700,6.1046,6.02579,6.06195
58800,6.04337,6.0911,6.06195
58900,6.08811,6.06657,6.06195
59000,6.02594,6.06419,6.06195
59100,6.0935,6.06806,6.06195
59200,6.07901,6.07296,6.06195
59300,6.05504,6.06904,6.06195
59400,6.06457,6.07766,6.06195
59500,6.09516,6.06842,6.06195
59600,6.08285,6.06954,6.06195
59700,6.04284,6.07166,6.06195
59800,5.99273,6.05403,6.06195
59900,6.05999,6.06504,6.06195
60000,6.12761,6.05585,6.06195
60100,6.04915,6.06627,6.06195
60200,6.04333,6.04845,6.06195
60300,6.06656,6.05388,6.06195
60400,6.05505,6.05001,6.06195
60500,6.06673,6.07685,6.06195
60600,6.05775,6.07199,6.06195
60700,6.04878,6.04342,6.06195
60800,6.06776,6.06267,6.06195
60900,6.08153,6.05992,6.06195
61000,6.06857,6.06798,6.06195
61100,6.03295,6.03517,6.06195
61200,6.10135,6.07164,6.06195
61300,6.04949,6.05751,6.06195
61400,6.072,6.05816,6.06195
61500,6.04044,6.04151,6.06195
61600,6.07924,6.07641,6.06195
61700,6.06423,6.06113,6.06195
61800,6.0631,6.05067,6.06195
61900,6.04236,6.08461,6.06195
62000,6.07041,6.07378,6.06195
62100,6.06369,6.06669,6.06195
62200,6.04067,6.06696,6.06195
62300,6.06545,6.04529,6.06195
62400,6.06876,6.07046,6.06195
62500,6.06146,6.05202,6.06195
62600,6.0664,6.06476,6.06195
62700,6.0591,6.08006,6.06195
62800,6.00262,6.06188,6.06195
62900,6.08594,6.06588,6.06195
63000,6.05341,6.08424,6.06195
63100,6.055,6.06239,6.06195
63200,6.08631,6.02579,6.06195
63300,6.07626,6.06507,6.06195
63400,6.07629,6.05999,6.06195
63500,6.0664,6.04912,6.06195
63600,6.0323,6.06542,6.06195
63700,6.05777,6.05829,6.06195
63800,6.02997,6.07828,6.06195
63900,6.04048,6.04541,6.06195
64000,6.05974,6.07219,6.06195
64100,6.07915,6.04791,6.06195
64200,6.05995,6.06099,6.06195
64300,6.05844,6.06011,6.06195
64400,6.07748,6.05447,6.06195
64500,6.07124,6.03148,6.06195
64600,6.04261,6.05266,6.06195
64700,6.04985,6.06069,6.06195
64800,6.05762,6.06547,6.06195
64900,6.07779,6.07995,6.06195
65000,6.1019,6.08701,6.06195
65100,6.059,6.0757,6.06195
65200,6.0827,6.06539,6.06195
65300,6.08527,6.08028,6.06195
65400,6.06077,6.05734,6.06195
65500,6.0692,6.04873,6.06195
65600,6.05626,6.06446,6.06195
65700,6.04105,6.05002,6.06195
65800,6.07727,6.0693,6.06195
65900,6.07392,6.076,6.06195
66000,6.08424,6.03782,6.06195
66100,6.04527,6.05813,6.06195
66200,6.05603,6.02486,6.06195
66300,6.09948,6.05174,6.06195
66400,6.02372,6.04414,6.06195
66500,6.09637,6.07225,6.06195
66600,6.08924,6.06788,6.06195
66700,6.06768,6.06168,6.06195
66800,6.04495,6.06766,6.06195
66900,6.03738,6.07595,6.06195
67000,6.06675,6.03182,6.06195
67100,6.10189,6.06876,6.06195
67200,6.05871,6.06381,6.06195
67300,6.04078,6.06186,6.06195
67400,6.06495,6.05023,6.06195
67500,6.09554,6.05507,6.06195
67600,6.04962,6.07863,6.06195
67700,6.06588,6.0517,6.06195
67800,6.07335,6.06819,6.06195
67900,6.06118,6.05208,6.06195
68000,6.03228,6.05127,6.06195
68100,6.04138,6.05485,6.06195
68200,6.02729,6.08419,6.06195
68300,6.04637,6.05471,6.06195
68400,6.03414,6.06428,6.06195
68500,6.06083,6.05152,6.06195
68600,6.05874,6.08553,6.06195
68700,6.07135,6.07271,6.06195
68800,6.05873,6.07415,6.06195
68900,6.05878,6.04362,6.06195
69000,6.06811,6.03595,6.06195
69100,6.07651,6.05536,6.06195
69200,6.08523,6.07551,6.06195
69300,6.04522,6.05749,6.06195
69400,6.08523,6.06671,6.06195
69500,6.07253,6.07828,6.06195
69600,6.02822,6.05535,6.06195
69700,6.04456,6.05884,6.06195
69800,6.06716,6.05222,6.06195
69900,6.09727,6.07094,6.06195
70000,6.05513,6.06013,6.06195
70100,6.04348,6.06703,6.06195
70200,6.04076,6.04654,6.06195
70300,6.08531,6.05062,6.06195
70400,6.05402,6.06212,6.06195
70500,6.06976,6.06022,6.06195
70600,6.05926,6.08499,6.06195
70700,6.03829,6.06088,6.06195
70800,6.06825,6.07409,6.06195
70900,6.02708,6.05858,6.06195
71000,6.05648,6.07856,6.06195
71100,6.065,6.06191,6.06195
71200,6.11111,6.05556,6.06195
71300,6.06874,6.05379,6.06195
71400,6.05266,6.06742,6.06195
71500,6.0482,6.07192,6.06195
71600,6.04246,6.04919,6.06195
71700,6.06533,6.04924,6.06195
71800,6.04422,6.04096,6.06195
71900,6.06449,6.05862,6.06195
72000,6.03985,6.07186,6.06195
72100,6.02723,6.05513,6.06195
72200,6.05124,6.07856,6.06195
72300,6.10659,6.0653,6.06195
72400,6.05599,6.04783,6.06195
72500,6.05685,6.05158,6.06195
72600,6.07057,6.05907,6.06195
72700,6.05038,6.08684,6.06195
72800,6.06071,6.07217,6.06195
72900,6.03544,6.04513,6.06195
73000,6.07612,6.06991,6.06195
73100,6.09716,6.06366,6.06195
73200,6.04083,6.07635,6.06195
73300,6.06199,6.0486,6.06195
73400,6.06435,6.06974,6.06195
73500,6.05976,6.06651,6.06195
73600,6.06899,6.07198,6.06195
73700,6.06207,6.0671,6.06195
73800,6.0726,6.08403,6.06195
73900,6.0548,6.04127,6.06195
74000,6.05662,6.06645,6.06195
74100,6.05189,6.05844,6.06195
74200,6.07941,6.07114,6.06195
74300,6.03512,6.05684,6.06195
74400,6.09931,6.07538,6.06195
74500,6.06254,6.06373,6.06195
74600,6.04172,6.05658,6.06195
74700,6.0698,6.05382,6.06195
74800,6.06255,6.05514,6.06195
74900,6.05881,6.07465,6.06195
75000,6.07792,6.05832,6.06195
75100,6.0221,6.06247,6.06195
75200,6.04822,6.06827,6.06195
75300,6.06721,6.05971,6.06195
75400,6.08558,6.06908,6.06195
75500,6.0703,6.0764,6.06195
75600,6.11069,6.06904,6.06195
75700,6.02902,6.06141,6.06195
75800,6.06855,6.07182,6.06195
75900,6.03666,6.06065,6.06195
76000,6.08167,6.06537,6.06195
76100,6.08747,6.05732,6.06195
76200,6.06437,6.07151,6.06195
76300,6.04326,6.04909,6.06195
76400,6.06747,6.0452,6.06195
76500,6.04874,6.06653,6.06195
76600,6.06286,6.06676,6.06195
76700,6.07314,6.06803,6.06195
76800,6.06232,6.07081,6.06195
76900,6.06014,6.06928,6.06195
77000,6.05412,6.07364,6.06195
77100,6.08401,6.0526,6.06195
77200,6.0391,6.05106,6.06195
77300,6.05621,6.06442,6.06195
77400,6.06073,6.05224,6.06195
77500,6.08196,6.06762,6.06195
